Gender,OwnCar,OwnProperty,ChildrenCount,TotalIncome,IncomeType,EducationType,FamilyStatus,HousingType,WorkPhone,Phone,Email,FamilyMembers,Target,AccountLength,Age,EMPLOYED,YearsEmployed
0,1,1,0,270000.0,3.0,3.0,4.0,5.0,0,0,1,2,0,4,29.098495587517597,1,2.2669885534874457
1,1,1,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,22,27.179221461920136,1,2.2669885534874457
1,0,1,0,166500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,40,51.817663482250474,1,17.183116137303394
0,0,1,2,216000.0,4.0,3.0,4.0,5.0,0,0,1,4,0,24,42.2842647585267,1,8.520372437745085
0,1,1,0,270000.0,2.0,1.0,4.0,5.0,0,0,1,2,0,21,54.37760828600744,1,29.687145996937648
0,1,1,0,225000.0,2.0,1.0,4.0,5.0,0,0,0,2,1,17,39.56278333078936,1,7.603172962602218
0,0,1,0,315000.0,3.0,1.0,0.0,5.0,0,0,0,1,0,13,28.895890330321862,1,3.269063203942041
0,0,0,0,255150.0,1.0,2.0,3.0,3.0,0,0,0,2,0,16,51.14961371528074,0,0.0
0,0,1,2,157500.0,3.0,1.0,0.0,5.0,0,0,0,3,0,8,39.223282629542446,1,1.5195394289680342
0,0,1,0,148500.0,3.0,3.0,4.0,5.0,0,0,0,2,0,20,48.2994505701353,1,2.4340009952298782
0,0,1,2,202500.0,3.0,3.0,4.0,5.0,0,0,1,4,0,34,30.108783964615263,1,6.267073428662757
1,0,1,0,202500.0,3.0,1.0,0.0,5.0,1,0,0,1,0,24,24.2606105947491,1,2.4340009952298782
0,1,1,0,112500.0,2.0,1.0,0.0,5.0,0,1,1,1,0,0,20.50419960998488,1,2.1821133781757176
0,0,1,0,94500.0,1.0,3.0,4.0,5.0,0,1,0,2,0,3,61.140243222135446,0,0.0
1,1,1,0,315000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,45,28.611147806695417,1,5.686636745885778
0,1,1,0,270000.0,2.0,2.0,3.0,2.0,0,1,1,2,0,20,28.10189675482505,1,8.687384879487517
0,1,1,1,450000.0,4.0,3.0,4.0,5.0,0,1,1,3,0,22,48.53217282502229,1,1.9384394877646274
1,0,1,1,180000.0,3.0,1.0,4.0,0.0,0,0,0,3,0,30,38.66474921781366,1,3.5209508209962017
0,0,1,0,112500.0,3.0,3.0,3.0,5.0,0,0,1,2,0,43,27.554314978620354,1,8.687384879487517
1,0,1,0,90000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,51,56.21200723629317,1,15.68821788826457
1,1,0,2,202500.0,2.0,3.0,4.0,5.0,0,0,0,4,0,46,40.329397817475936,1,8.183609645379196
1,1,1,0,247500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,13,34.57431334956457,1,11.020083246119528
1,1,1,1,765000.0,3.0,3.0,4.0,5.0,1,0,0,3,1,3,33.394274621843444,1,3.269063203942041
0,0,1,1,270000.0,2.0,1.0,4.0,5.0,0,0,1,3,0,24,37.45185558352025,1,12.022157896574123
0,0,1,0,315000.0,3.0,3.0,1.0,5.0,0,0,0,1,0,56,36.33478876006267,1,1.5195394289680342
1,1,1,2,157500.0,3.0,1.0,4.0,0.0,0,1,0,4,0,38,35.206770301080994,1,11.104958421431256
1,0,1,0,360000.0,2.0,1.0,4.0,5.0,0,0,0,2,0,7,41.947501966160814,1,7.521035696171514
0,0,1,0,112500.0,2.0,3.0,4.0,5.0,0,0,1,2,1,3,24.208590326009656,1,0.8542275708793273
0,0,0,0,157500.0,2.0,3.0,1.0,0.0,0,0,0,1,0,35,43.08647206066659,1,1.1827766366021455
1,0,1,0,382500.0,1.0,1.0,2.0,5.0,0,0,0,1,0,16,59.33869917842199,0,0.0
0,0,0,0,135000.0,3.0,1.0,3.0,5.0,1,1,0,2,0,33,26.439986064043794,1,4.2711378543966365
1,1,0,0,225000.0,1.0,1.0,3.0,5.0,0,0,0,2,1,11,50.07361552503852,0,0.0
1,1,0,0,315000.0,3.0,3.0,4.0,5.0,1,1,0,2,0,36,43.32740804219665,1,10.185021037407365
0,0,0,0,180000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,29,53.59456634603472,1,7.94267366384913
0,0,0,0,157500.0,3.0,1.0,4.0,5.0,0,1,0,2,0,12,35.36009319841831,1,8.69012278836854
0,1,0,0,144000.0,1.0,1.0,4.0,5.0,0,1,1,2,0,30,62.635141471174265,0,0.0
1,1,0,0,229500.0,3.0,2.0,4.0,4.0,0,0,0,2,1,49,50.17218024475536,1,3.438813554565497
0,0,0,0,270000.0,3.0,3.0,4.0,5.0,1,1,0,2,1,3,48.113272766225705,1,15.857968238888025
0,0,0,0,292500.0,4.0,1.0,4.0,5.0,1,1,0,2,0,21,57.36740478408508,1,23.776000722807943
0,0,0,0,270000.0,3.0,3.0,4.0,5.0,1,1,0,2,0,22,33.76663022966264,1,2.3546016376801973
0,1,0,0,225000.0,3.0,1.0,4.0,5.0,1,0,0,2,0,27,40.15690955797145,1,2.184851287056741
1,1,0,0,157500.0,3.0,2.0,4.0,0.0,0,1,0,2,0,24,29.0519511365402,1,2.6886265211650624
0,0,0,0,74250.0,3.0,3.0,1.0,2.0,0,1,0,1,0,34,52.24477726769014,1,14.354856263206132
0,0,0,0,135000.0,2.0,1.0,4.0,5.0,0,1,0,2,0,31,38.88104401941451,1,5.856387096509234
1,1,0,1,135000.0,3.0,1.0,4.0,5.0,1,0,0,3,0,26,27.26135872835084,1,2.52161407942263
0,0,0,0,144000.0,3.0,1.0,0.0,5.0,0,0,0,1,0,6,43.72440482994506,1,24.60558711375806
0,0,0,0,202500.0,4.0,3.0,4.0,0.0,0,1,0,2,0,19,39.86942912546399,1,3.5236887298772253
0,0,0,0,40500.0,1.0,1.0,0.0,5.0,0,0,0,1,1,21,57.745236209666324,0,0.0
1,1,0,0,337500.0,4.0,3.0,4.0,0.0,1,1,0,2,0,47,28.107372572587096,1,4.523025471450797
1,0,0,0,180000.0,2.0,1.0,4.0,2.0,0,1,0,2,0,28,40.46903117040813,1,6.6887113963403735
0,0,0,0,130500.0,3.0,1.0,3.0,5.0,0,1,0,2,0,20,41.45194045869556,1,13.185769171009104
0,0,0,0,144000.0,1.0,1.0,4.0,5.0,0,1,0,2,0,33,57.60834076561515,0,0.0
0,0,0,0,193500.0,3.0,1.0,0.0,2.0,0,1,0,1,1,22,44.07759507559709,1,5.108937971989823
0,0,0,0,112500.0,1.0,1.0,2.0,5.0,0,0,0,1,0,25,60.4010078242591,0,0.0
0,1,0,0,135000.0,1.0,1.0,4.0,5.0,0,1,1,2,0,60,55.14148486381299,0,0.0
1,1,0,0,267750.0,3.0,3.0,4.0,5.0,0,1,0,2,0,16,57.47144532156398,1,12.942095280598014
0,0,0,0,139500.0,3.0,3.0,1.0,5.0,0,0,0,1,0,9,44.36233759922353,1,19.439153055266743
1,0,0,0,67500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,12,51.12771044423256,1,14.521868704948565
1,1,0,0,252000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,57,29.432520471002462,1,6.6887113963403735
1,0,0,0,180000.0,2.0,0.0,4.0,5.0,0,1,0,2,0,30,57.92046237805182,1,0.35592815453305304
0,0,0,0,135000.0,2.0,1.0,4.0,5.0,1,1,0,2,0,25,53.914901685114465,1,14.436993529636837
0,1,0,0,900000.0,3.0,3.0,0.0,5.0,0,0,0,1,1,15,52.19275699895069,1,20.271477355097883
1,1,0,0,180000.0,2.0,3.0,3.0,5.0,1,0,0,2,0,47,40.704491334176154,1,1.6044146042797622
1,1,0,0,115290.0,1.0,1.0,4.0,5.0,0,1,1,2,0,40,63.48389322429155,0,0.0
0,0,0,2,225000.0,3.0,3.0,4.0,5.0,1,0,1,4,0,39,30.886350086825935,1,4.774913088504958
1,1,0,1,135000.0,3.0,1.0,4.0,5.0,1,0,0,3,0,32,25.818480748051464,1,3.2718011128230646
0,0,0,0,450000.0,4.0,3.0,4.0,5.0,0,1,0,2,0,30,40.29654291090365,1,15.272055738349
1,0,0,0,279000.0,4.0,3.0,0.0,5.0,0,0,0,1,1,21,30.231989864261323,1,8.69012278836854
0,0,0,1,76500.0,3.0,3.0,3.0,5.0,1,0,0,3,0,55,34.240288466079704,1,1.3552648961066251
1,0,0,0,202500.0,2.0,1.0,4.0,5.0,1,1,0,2,0,7,56.41187458460789,1,0.6899530380179182
0,0,0,2,67500.0,2.0,3.0,4.0,5.0,0,1,0,4,0,7,28.285336649853623,1,1.185514545483169
1,0,0,0,234000.0,3.0,2.0,4.0,5.0,1,1,0,2,0,20,38.11990535048998,1,6.26981133754378
0,0,0,0,90000.0,3.0,1.0,0.0,5.0,1,1,0,1,1,7,52.85259303927735,1,1.270389720794897
0,0,0,0,81000.0,3.0,1.0,3.0,5.0,0,0,0,2,0,9,53.578138892748576,1,2.7735016964767905
1,0,0,0,108000.0,3.0,1.0,0.0,4.0,1,0,0,1,1,38,22.401570464534153,1,3.6058259963079298
1,0,0,0,99000.0,1.0,1.0,4.0,5.0,0,0,0,2,0,10,54.604854723132384,0,0.0
1,0,0,0,198000.0,3.0,1.0,0.0,0.0,1,0,0,1,0,14,23.70207718302031,1,3.1869259375113366
1,1,0,0,360000.0,4.0,3.0,4.0,2.0,1,1,0,2,0,13,40.6168782499834,1,3.2718011128230646
0,0,0,0,135000.0,1.0,1.0,4.0,5.0,0,1,0,2,0,23,54.59390308760829,0,0.0
0,0,0,0,76500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,3,64.28610052643143,0,0.0
0,0,0,0,90000.0,4.0,1.0,4.0,5.0,0,1,0,2,0,7,25.98001737203185,1,4.605162737881502
0,1,0,0,270000.0,2.0,2.0,3.0,5.0,1,0,0,2,1,16,37.933727546580386,1,2.023314663076355
1,1,0,0,81000.0,3.0,1.0,4.0,0.0,1,0,0,2,0,7,39.521714697574005,1,9.27055947114552
0,0,0,0,202500.0,4.0,3.0,4.0,5.0,0,1,0,2,0,31,47.29463801079968,1,3.690701171619658
0,0,0,0,157500.0,3.0,1.0,4.0,5.0,1,1,0,2,0,28,53.9422807739247,1,27.023160655701798
0,0,0,0,180000.0,2.0,3.0,4.0,5.0,0,1,0,2,0,54,36.252651493631966,1,12.186432429435532
0,0,0,0,135000.0,3.0,1.0,4.0,2.0,0,0,0,2,0,54,33.21083472681487,1,2.184851287056741
0,0,0,2,135000.0,3.0,1.0,4.0,5.0,0,0,0,4,0,58,26.65628086564465,1,7.857798488537402
1,1,0,0,135000.0,2.0,1.0,4.0,5.0,1,1,0,2,0,39,44.343172237056365,1,17.024317422204028
1,1,0,0,270000.0,2.0,1.0,4.0,5.0,1,0,1,2,0,46,32.04996136126091,1,3.1869259375113366
0,0,0,0,202500.0,3.0,3.0,4.0,5.0,0,1,0,2,0,11,44.08033298447811,1,13.522531963374993
0,0,0,0,157500.0,3.0,2.0,4.0,5.0,0,0,0,2,0,22,46.237805182724614,1,7.356761163310104
1,1,0,2,180000.0,3.0,2.0,4.0,5.0,1,0,0,4,0,3,34.12255838419569,1,5.941262271820962
1,1,0,1,112500.0,3.0,1.0,1.0,4.0,1,0,0,2,0,10,32.84943075451977,1,3.1075265799616556
0,1,0,0,157500.0,2.0,1.0,4.0,5.0,0,1,0,2,0,16,37.20818169310916,1,2.6886265211650624
1,1,0,0,216000.0,3.0,1.0,4.0,5.0,1,0,0,2,0,15,42.31438175621796,1,2.4367389041109018
0,1,0,0,202500.0,2.0,1.0,4.0,5.0,1,1,0,2,0,56,42.51151119565165,1,4.774913088504958
0,0,0,0,198000.0,2.0,1.0,3.0,5.0,0,0,0,2,0,59,51.50827977869482,1,26.689135772216932
0,0,0,0,157500.0,1.0,1.0,2.0,5.0,0,1,0,1,0,33,55.58502610253879,0,0.0
1,1,0,0,180000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,39,41.487533274148866,1,8.605247613056813
0,1,0,0,315000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,23,46.747056234594986,1,2.184851287056741
0,0,0,0,112500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,23,58.36126570789661,0,0.0
0,0,0,0,90000.0,3.0,1.0,1.0,5.0,0,0,0,1,1,40,31.98425154811635,1,1.8563022213339229
0,0,0,0,45000.0,3.0,1.0,1.0,5.0,0,1,0,1,0,30,39.354702255831576,1,2.184851287056741
0,1,0,0,225000.0,3.0,1.0,4.0,5.0,0,1,0,2,0,7,23.23937058212734,1,5.024062796678095
0,0,0,0,112500.0,1.0,1.0,0.0,3.0,0,1,0,1,0,17,64.42847178824465,0,0.0
0,1,0,0,144000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,21,47.59307007883124,1,2.4367389041109018
0,1,0,0,315000.0,2.0,3.0,4.0,5.0,1,1,0,2,0,42,36.83856399417099,1,7.523773605052537
0,0,0,1,112500.0,3.0,1.0,4.0,5.0,1,0,0,3,0,37,35.2423631165343,1,10.185021037407365
0,0,0,2,144000.0,3.0,1.0,4.0,5.0,1,1,0,4,0,23,33.61330733232533,1,2.6886265211650624
1,1,0,0,225000.0,1.0,1.0,4.0,5.0,0,0,0,2,0,55,47.54926353673486,0,0.0
1,1,0,0,135000.0,3.0,1.0,4.0,5.0,1,0,0,2,0,41,52.17359163678353,1,0.27105297922132504
0,0,0,0,238500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,41,52.855330948158375,1,9.024147671853406
0,0,0,0,112500.0,3.0,1.0,4.0,5.0,0,1,0,2,0,27,27.077918833322265,1,5.6044994794550735
1,1,0,1,144000.0,3.0,2.0,4.0,5.0,1,0,0,3,0,23,27.513246345405,1,0.7748282133296462
0,0,0,0,90000.0,1.0,1.0,4.0,5.0,0,1,0,2,0,13,58.66243568480919,0,0.0
1,0,0,0,202500.0,2.0,1.0,0.0,0.0,1,0,0,1,0,1,23.242108491008363,1,2.52161407942263
1,0,0,0,117000.0,3.0,1.0,0.0,5.0,1,0,0,1,0,15,40.21714355335397,1,10.023484413426978
0,0,0,0,135000.0,4.0,1.0,4.0,5.0,0,1,0,2,0,60,51.062000631088,1,29.94177152287283
1,0,0,0,225000.0,3.0,3.0,0.0,5.0,1,0,0,1,0,40,27.83358168448475,1,4.857050354935662
0,0,0,0,126000.0,1.0,1.0,1.0,5.0,0,0,0,1,1,27,52.5432093357217,0,0.0
0,0,0,0,135000.0,2.0,1.0,3.0,5.0,1,0,0,2,0,8,43.27264986457618,1,1.185514545483169
0,0,0,0,90000.0,1.0,1.0,2.0,5.0,0,1,0,1,0,30,59.37976781163734,0,0.0
0,0,0,0,153000.0,1.0,1.0,1.0,5.0,0,1,0,1,0,43,63.79053901896618,0,0.0
1,1,0,0,1350000.0,2.0,3.0,4.0,2.0,0,1,1,2,1,45,35.59007754442428,1,4.2711378543966365
0,0,0,0,139500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,3,57.12099298479297,0,0.0
0,0,0,0,157500.0,3.0,3.0,4.0,5.0,0,0,0,2,0,4,31.88021101063746,1,0.9418406550720788
0,1,0,0,135000.0,3.0,1.0,3.0,0.0,1,1,0,2,0,4,30.39626439712273,1,1.185514545483169
1,0,0,0,180000.0,3.0,1.0,0.0,5.0,1,1,0,1,1,38,25.68158530400029,1,4.69003791319323
0,0,0,0,225000.0,3.0,1.0,0.0,5.0,1,1,0,1,0,23,52.885447945849634,1,12.186432429435532
0,0,0,0,135000.0,3.0,3.0,4.0,5.0,0,1,0,2,0,41,27.069705106679198,1,6.7735865716521015
1,1,0,0,292500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,4,36.08016323412748,1,3.6058259963079298
0,1,0,0,270000.0,2.0,3.0,4.0,5.0,1,1,0,2,0,49,52.95389566787522,1,20.02506555580577
0,1,0,0,99000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,34,40.12953046916122,1,12.024895805455147
0,0,0,0,135000.0,3.0,1.0,4.0,5.0,1,1,0,2,0,14,33.75294068525752,1,6.7735865716521015
0,1,0,0,315000.0,2.0,3.0,4.0,5.0,1,1,0,2,1,46,37.117830700035384,1,1.6044146042797622
1,1,0,0,270000.0,3.0,3.0,0.0,5.0,0,0,0,1,0,26,24.87937800186041,1,4.605162737881502
1,0,0,0,135000.0,3.0,1.0,1.0,5.0,0,0,0,1,0,16,38.65379758228956,1,8.69012278836854
1,1,0,2,445500.0,4.0,3.0,4.0,2.0,1,0,0,4,0,28,40.811269780536065,1,18.68896602186631
0,0,0,0,198000.0,1.0,1.0,2.0,5.0,0,1,0,1,0,6,60.239471200278714,0,0.0
0,1,0,0,382500.0,3.0,3.0,4.0,5.0,1,1,0,2,0,57,42.25962357859749,1,10.855808713258119
0,0,0,1,202500.0,3.0,1.0,4.0,5.0,1,1,0,3,0,9,32.34291761153043,1,8.942010405422701
0,1,0,0,99000.0,3.0,1.0,4.0,5.0,0,1,0,2,0,8,40.748297876272524,1,14.940768763745158
0,0,0,0,112500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,25,43.1467060560491,1,1.0239779215027833
1,1,0,0,166500.0,3.0,3.0,4.0,0.0,1,0,0,2,0,19,28.570079173480067,1,4.69003791319323
0,0,0,0,135000.0,4.0,1.0,3.0,5.0,0,0,0,2,0,43,35.921364519028124,1,15.272055738349
1,1,0,0,202500.0,3.0,1.0,3.0,5.0,0,0,0,2,0,33,34.59621662061276,1,1.1088530968145114
0,0,0,0,81000.0,2.0,1.0,1.0,5.0,0,0,0,1,1,38,49.096182054513136,1,4.024726055104523
1,1,0,0,180000.0,3.0,1.0,4.0,5.0,1,0,0,2,0,13,43.535489117154434,1,0.35592815453305304
1,0,0,0,225000.0,2.0,3.0,3.0,5.0,0,1,0,2,0,34,33.626996876730445,1,1.1088530968145114
0,0,0,0,99000.0,2.0,3.0,4.0,5.0,0,0,0,2,0,31,27.60907315624082,1,1.8563022213339229
1,1,0,0,360000.0,2.0,1.0,1.0,0.0,1,1,0,1,0,37,28.13475166139733,1,1.5222773378490577
1,1,0,0,225000.0,3.0,3.0,3.0,3.0,1,0,0,2,0,41,39.85026376329682,1,3.3566762881347927
1,1,0,2,427500.0,2.0,3.0,4.0,5.0,1,0,0,4,0,38,41.462892094219654,1,17.522616838550302
0,0,1,2,157500.0,4.0,3.0,4.0,5.0,1,1,0,4,0,7,42.43484974698299,1,3.5236887298772253
0,0,1,2,144000.0,3.0,1.0,4.0,2.0,1,0,0,4,0,3,26.938285480390068,1,5.024062796678095
0,0,1,0,157500.0,1.0,1.0,3.0,5.0,0,1,0,2,0,14,59.234658640943096,0,0.0
1,1,1,0,270000.0,3.0,1.0,0.0,5.0,0,0,1,1,0,14,36.06373578084134,1,3.2718011128230646
0,1,0,1,157500.0,3.0,3.0,4.0,5.0,0,0,0,3,0,17,32.83300330123363,1,6.436823779286213
0,1,1,2,90000.0,4.0,3.0,4.0,5.0,0,0,0,4,1,6,30.47566375467241,1,1.1088530968145114
1,1,0,0,202500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,48,52.348817805169034,1,10.023484413426978
0,0,1,2,99000.0,2.0,3.0,4.0,5.0,0,1,0,4,1,53,34.91381405081148,1,1.185514545483169
1,1,1,0,360000.0,3.0,3.0,4.0,5.0,0,0,0,2,0,12,54.64318544746671,1,20.438489796840315
0,0,1,2,157500.0,3.0,1.0,4.0,5.0,0,0,0,4,0,10,29.323004115761524,1,6.436823779286213
0,0,1,0,135000.0,3.0,2.0,0.0,5.0,1,0,1,1,1,26,23.222943128841198,1,4.109601230416251
0,1,0,2,99000.0,1.0,1.0,4.0,5.0,0,0,1,4,0,13,34.924765686335576,0,0.0
0,1,1,2,90000.0,4.0,1.0,4.0,5.0,0,0,0,4,0,30,34.74406370018802,1,12.186432429435532
1,0,1,0,90000.0,1.0,1.0,3.0,5.0,0,0,0,2,0,9,63.19915070066511,0,0.0
1,1,1,0,112500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,44,44.01462317133355,1,21.024402297379343
0,1,1,1,135000.0,3.0,1.0,4.0,5.0,0,0,0,3,0,17,45.484880240443154,1,8.857135230110973
0,1,1,0,180000.0,4.0,1.0,4.0,5.0,0,0,0,2,0,15,56.52139093984882,1,10.603921096203958
1,1,1,0,495000.0,1.0,3.0,0.0,5.0,0,0,0,1,0,50,62.60776238236403,0,0.0
1,1,0,2,157500.0,3.0,1.0,4.0,1.0,0,0,1,4,0,37,40.38141808621538,1,6.521698954597941
0,0,1,0,135000.0,3.0,2.0,4.0,5.0,0,0,0,2,0,52,46.10364764755447,1,10.108359588738706
1,1,1,1,360000.0,2.0,1.0,4.0,5.0,0,0,0,3,0,42,38.16644980146738,1,1.6892897795914903
0,1,0,1,157500.0,3.0,1.0,4.0,5.0,0,1,1,3,0,58,33.75841650301957,1,7.69078604679497
0,0,1,2,157500.0,4.0,1.0,4.0,5.0,0,0,0,4,0,28,33.5174805214895,1,5.6044994794550735
1,1,1,0,157500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,11,63.85351092322972,0,0.0
0,0,1,1,112500.0,4.0,2.0,3.0,5.0,0,1,0,3,0,52,29.9143924340626,1,9.77433470525384
0,1,1,1,112500.0,2.0,1.0,1.0,5.0,0,0,0,2,0,8,35.308072929678865,1,1.941177396645651
0,0,0,0,99000.0,2.0,3.0,0.0,0.0,0,0,1,1,1,57,29.659766908127413,1,6.855723838082806
0,0,1,0,135000.0,3.0,1.0,4.0,5.0,0,0,0,2,1,8,56.89922236543006,1,6.354686512855508
1,1,1,0,85500.0,1.0,1.0,4.0,5.0,0,1,0,2,0,43,60.56528235712051,0,0.0
0,0,1,0,292500.0,1.0,1.0,3.0,5.0,0,0,0,2,0,21,59.089549470248855,0,0.0
0,0,1,0,67500.0,3.0,1.0,4.0,5.0,1,0,0,2,0,17,59.93008749672306,1,23.187350313387896
0,0,1,0,90000.0,3.0,1.0,4.0,5.0,0,0,1,2,0,39,50.58012866802786,1,8.271222729571948
1,1,1,0,112500.0,3.0,1.0,0.0,5.0,0,1,1,1,0,4,46.476003255373655,1,6.855723838082806
0,0,1,0,112500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,60,45.37536388520222,1,12.523195221801421
0,0,1,0,360000.0,3.0,1.0,2.0,5.0,0,0,0,1,1,28,50.34466850425984,1,21.437826538413887
0,0,1,0,279000.0,4.0,3.0,0.0,5.0,0,0,1,1,0,10,30.366147399431473,1,1.6892897795914903
0,0,1,0,157500.0,3.0,1.0,4.0,5.0,0,0,0,2,0,23,45.87913911931054,1,9.604584354630385
1,1,0,2,157500.0,3.0,1.0,4.0,2.0,0,0,0,4,0,27,34.27314337265199,1,3.1075265799616556
1,0,1,0,135000.0,3.0,1.0,4.0,5.0,0,1,1,2,0,57,57.307170788702564,1,0.5229405962754856
0,1,1,0,112500.0,3.0,2.0,0.0,0.0,0,0,1,1,0,17,22.253723384958885,1,2.6037513458533343
0,0,0,0,225000.0,2.0,1.0,4.0,5.0,0,0,0,2,0,5,28.21141311006599,1,4.605162737881502
0,1,1,2,306000.0,4.0,3.0,4.0,5.0,0,0,0,4,0,42,37.07402415793901,1,10.855808713258119
0,0,1,0,166500.0,1.0,1.0,4.0,5.0,0,0,0,2,0,44,61.81650671574825,0,0.0
0,1,1,0,135000.0,1.0,1.0,4.0,5.0,0,0,0,2,0,43,60.55706863047744,0,0.0
0,1,1,0,202500.0,1.0,3.0,2.0,5.0,0,0,1,1,0,43,58.2325839904885,0,0.0
0,0,1,1,67500.0,4.0,1.0,4.0,2.0,1,1,0,3,0,19,42.1555830411186,1,5.18559942065848
1,0,1,0,180000.0,3.0,1.0,0.0,5.0,0,0,0,1,0,4,22.897131971999404,1,1.4374021625373297
1,1,1,0,315000.0,3.0,1.0,4.0,5.0,0,0,0,2,0,12,38.79616884410278,1,2.52161407942263
0,1,1,1,202500.0,3.0,1.0,4.0,5.0,0,0,1,3,0,51,41.05494367094716,1,14.688881146690997
0,0,1,2,270000.0,3.0,1.0,4.0,5.0,1,1,1,4,0,9,35.39294810499059,1,5.689374654766802
1,1,1,0,112500.0,1.0,1.0,4.0,5.0,0,0,0,2,1,10,63.757684112393896,0,0.0
0,1,1,1,157500.0,3.0,1.0,4.0,5.0,0,0,0,3,0,22,34.22386101279356,1,15.775830972457321
1,1,1,0,202500.0,2.0,0.0,4.0,5.0,0,0,0,2,0,5,50.96343591137115,1,21.18593892135973
1,1,1,0,252000.0,3.0,1.0,4.0,5.0,0,1,1,2,0,29,60.554330721596415,1,4.438150296139069
